Age report
1 October 2025 - 31 December 2025
Demographic status,Age,Campaign,Ad group,Status,Bid adj.,Impr.,Interactions,Interaction rate,Currency code,Avg. cost,Cost,Conv. rate,Conversions,Cost / conv.
Enabled,Unknown,ADa - Competitors,eClinicalWorks,Campaign paused, --,8,1,12.50%,USD,1.89,1.89,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,NextGen Healthcare,Campaign paused, --,4,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,AdvancedMD,Campaign paused, --,8,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,65+,ADa - Competitors,DOCMate,Campaign paused, --,3,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,ModMed,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,Experity Health,Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,Сlinicsoftwaredubai(UAE),Campaign paused, --,4,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,WebPT,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,WebPT,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,Zanda (formerly Power Diary),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,Azalea Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,Veradigm,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,PrognoCIS (Bizmatics Inc.),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,35 - 44,ADa - Competitors,PrognoCIS (Bizmatics Inc.),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,SimplePractice,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,Clintee(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,65+,ADa - Competitors,Innsof Medcare(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,TherapyNotes,Campaign paused, --,4,2,50.00%,USD,1.58,3.16,0.00%,0.00,0.00
Enabled,35 - 44,ADa - Competitors,Adroit(UAE),Campaign paused, --,5,1,20.00%,USD,1.56,1.56,0.00%,0.00,0.00
Enabled,35 - 44,ADa - Competitors,Elation Health,Campaign paused, --,3,1,33.33%,USD,1.94,1.94,0.00%,0.00,0.00
Enabled,65+,ADa - Competitors,Zanda (formerly Power Diary),Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,Adroit(UAE),Campaign paused, --,5,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,35 - 44,ADa - Competitors,PracticeBetter,Ad group not complete, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,DTech IT Solutions(UAE),Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,Raintree Systems,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,Innsof Medcare(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,35 - 44,ADa - Competitors,Innsof Medcare(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,Experity Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,65+,ADa - Competitors,Carepatron,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,65+,ADa - Competitors,Experity Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,18 - 24,ADa - Competitors,Jane Software,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,65+,ADa - Competitors,Elation Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,Noterro,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,Pabau,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,Athenahealth,Campaign paused, --,1,1,100.00%,USD,1.64,1.64,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,CareCloud,Campaign paused, --,4,1,25.00%,USD,0.71,0.71,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,CureMD,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,18 - 24,ADa - Competitors,Athenahealth,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Experity Health,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,Valant,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,65+,ADa - Competitors,PrognoCIS (Bizmatics Inc.),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,Noterro,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,65+,ADa - Competitors,SimplePractice,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,35 - 44,ADa - Competitors,SimplePractice,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,18 - 24,ADa - Competitors,Clintee(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,18 - 24,ADa - Competitors,Experity Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,Practice Better,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,65+,ADa - Competitors,CareCloud,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,Praxis EMR,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,18 - 24,ADa - Competitors,Adroit(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,18 - 24,ADa - Competitors,Azalea Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,Pabau,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,CureMD,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,Pabau,Campaign paused, --,7,1,14.29%,USD,1.99,1.99,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,SimplePractice,Campaign paused, --,1,1,100.00%,USD,1.98,1.98,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,Clintee(UAE),Campaign paused, --,2,2,100.00%,USD,1.93,3.86,0.00%,0.00,0.00
Enabled,35 - 44,ADa - Competitors,CareCloud,Campaign paused, --,3,1,33.33%,USD,2.00,2.00,0.00%,0.00,0.00
Enabled,35 - 44,ADa - Competitors,Athenahealth,Campaign paused, --,19,4,21.05%,USD,1.85,7.40,0.00%,0.00,0.00
Enabled,35 - 44,ADa - Competitors,Practice Better,Campaign paused, --,3,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,35 - 44,ADa - Competitors,Jane Software,Campaign paused, --,4,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,Zanda (formerly Power Diary),Campaign paused, --,4,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,MedicoPlus,Campaign paused, --,6,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,eClinicalWorks,Campaign paused, --,5,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Jane Software,Campaign paused, --,7,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Azalea Health,Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,ModMed,Campaign paused, --,3,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,MedicoPlus,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,TherapyNotes,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,Ensora Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,CareCloud,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,Praxis EMR,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,Raintree Systems,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,65+,ADa - Competitors,Practice Fusion,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,65+,ADa - Competitors,Care4 EMR(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,DrChrono,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,NextGen Healthcare,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Elation Health,Campaign paused, --,1,1,100.00%,USD,1.99,1.99,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Epic Systems Corporation,Campaign paused, --,51,2,3.92%,USD,1.63,3.26,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,Clinicea,Campaign paused, --,56,4,7.14%,USD,1.23,4.93,0.00%,0.00,0.00
Enabled,18 - 24,ADa - Competitors,DTech IT Solutions(UAE),Campaign paused, --,1,1,100.00%,USD,1.99,1.99,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,Epic Systems Corporation,Campaign paused, --,54,3,5.56%,USD,1.96,5.89,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,DTech IT Solutions(UAE),Campaign paused, --,20,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,CentralReach,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,35 - 44,ADa - Competitors,TherapyNotes,Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,18 - 24,ADa - Competitors,MedicoPlus,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,Сlinicsoftwaredubai(UAE),Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,65+,ADa - Competitors,Epic Systems Corporation,Campaign paused, --,5,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,35 - 44,ADa - Competitors,Zanda (formerly Power Diary),Campaign paused, --,3,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,Azalea Health,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Practice Better,Campaign paused, --,3,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,Veradigm,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,18 - 24,ADa - Competitors,Tebra,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,65+,ADa - Competitors,NextGen Healthcare,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,35 - 44,ADa - Competitors,Veradigm,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,DTech IT Solutions(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,65+,ADa - Competitors,Сlinicsoftwaredubai(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,PracticeBetter,Ad group not complete, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,Tebra,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Practice Fusion,Campaign paused, --,5,1,20.00%,USD,1.98,1.98,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,NextGen Healthcare,Campaign paused, --,4,1,25.00%,USD,2.00,2.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,TherapyNotes,Campaign paused, --,2,1,50.00%,USD,1.98,1.98,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,CareCloud,Campaign paused, --,2,1,50.00%,USD,1.08,1.08,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Zanda (formerly Power Diary),Campaign paused, --,5,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Carepatron,Campaign paused, --,5,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,Clinicea,Campaign paused, --,6,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,MedicoPlus,Campaign paused, --,10,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,35 - 44,ADa - Competitors,Practice Fusion,Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,Clintee(UAE),Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Valant,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,PrognoCIS (Bizmatics Inc.),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,18 - 24,ADa - Competitors,PrognoCIS (Bizmatics Inc.),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,Innsof Medcare(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,65+,ADa - Competitors,WebPT,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,65+,ADa - Competitors,TherapyNotes,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,35 - 44,ADa - Competitors,Experity Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,18 - 24,ADa - Competitors,WebPT,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,TherapyNotes,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,Azalea Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,Care4 EMR(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,Tebra,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,18 - 24,ADa - Competitors,TherapyNotes,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,65+,ADa - Competitors,AdvancedMD,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,Carepatron,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,65+,ADa - Competitors,Tebra,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,18 - 24,ADa - Competitors,DrChrono,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,35 - 44,ADa - Competitors,Oracle Health,Campaign paused, --,82,1,1.22%,USD,1.97,1.97,0.00%,0.00,0.00
Enabled,18 - 24,ADa - Competitors,SimplePractice,Campaign paused, --,4,1,25.00%,USD,2.00,2.00,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,DOCMate,Campaign paused, --,104,14,13.46%,USD,1.54,21.50,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,DOCMate,Campaign paused, --,121,16,13.22%,USD,1.61,25.79,3.13%,0.50,51.58
Enabled,35 - 44,ADa - Competitors,Epic Systems Corporation,Campaign paused, --,54,4,7.41%,USD,1.95,7.81,0.00%,0.00,0.00
Enabled,35 - 44,ADa - Competitors,Tebra,Campaign paused, --,1,1,100.00%,USD,1.94,1.94,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,AdvancedMD,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,18 - 24,ADa - Competitors,Practice Better,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,SimplePractice,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,PracticeBetter,Ad group not complete, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,18 - 24,ADa - Competitors,Clinicea,Campaign paused, --,12,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,Elation Health,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,Clinicea,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,CareCloud,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,35 - 44,ADa - Competitors,Ensora Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Clintee(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,Ensora Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,35 - 44,ADa - Competitors,Azalea Health,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,Veradigm,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,AdvancedMD,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,Care4 EMR(UAE),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,Practice Fusion,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Praxis EMR,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,18 - 24,ADa - Competitors,Veradigm,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,18 - 24,ADa - Competitors,Raintree Systems,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,CureMD,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,Veradigm,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,WebPT,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,65+,ADa - Competitors,Praxis EMR,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,DOCMate,Campaign paused, --,22,1,4.55%,USD,1.30,1.30,0.00%,0.00,0.00
Enabled,35 - 44,ADa - Competitors,Clinicea,Campaign paused, --,35,2,5.71%,USD,1.33,2.65,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,Oracle Health,Campaign paused, --,37,1,2.70%,USD,1.93,1.93,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,Adroit(UAE),Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,55 - 64,ADa - Competitors,Oracle Health,Campaign paused, --,11,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,65+,ADa - Competitors,Oracle Health,Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,35 - 44,ADa - Competitors,ModMed,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,ADa - Competitors,CureMD,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,35 - 44,ADa - Competitors,Noterro,Campaign paused, --,2,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,Practice Better,Campaign paused, --,1,0,0.00%,USD,0,0.00,0.00%,0.00,0.00
Enabled,45 - 54,ADa - Competitors,Praxis EMR,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,18 - 24,ADa - Competitors,Noterro,Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
Enabled,25 - 34,ADa - Competitors,PrognoCIS (Bizmatics Inc.),Campaign paused, --,0,0, --,USD,0,0.00,0.00%,0.00,0.00
